customer_id,frequency,monetary,recency,customer_age_days,avg_order_value
BD-11605,7,9865.413,3226.7639114120975,1350.0,164.42355
BD-11620,6,6152.44,3198.7639114120975,1210.0,192.26375
BD-11635,3,1165.292,3138.7639114120975,1173.0,116.52919999999999
BD-11725,6,4579.5,3222.7639114120975,818.0,152.65
BD-11770,6,1975.398,3456.7639114120975,333.0,65.8466
BE-11335,5,12614.028,3248.7639114120975,596.0,467.1862222222222
BE-11410,5,9045.752,3227.7639114120975,594.0,452.2876
BE-11455,6,3455.304,3383.7639114120975,627.0,132.8963076923077
BF-10975,7,1799.394,3220.7639114120975,1174.0,46.13830769230769
BF-11005,4,2667.76,3168.7639114120975,1153.0,133.388
BF-11020,8,11554.024,3203.7639114120975,1340.0,137.54790476190476
BF-11080,3,545.9,3154.7639114120975,1103.0,45.49166666666667
BF-11170,11,23631.888,3145.7639114120975,1341.0,218.81377777777777
BF-11215,4,4755.486,3194.7639114120975,1082.0,198.14525
BF-11275,3,1583.98,3186.7639114120975,1322.0,197.9975
BG-11035,8,5597.896,3157.7639114120975,1123.0,233.24566666666666
BG-11695,6,5622.5160000000005,3165.7639114120975,1293.0,234.27150000000003
BG-11740,6,4025.424,3186.7639114120975,1321.0,143.76514285714285
BH-11710,8,25021.404,3152.7639114120975,1277.0,260.63962499999997
BK-11260,6,1977.414,3206.7639114120975,1168.0,41.196125
BM-11140,4,35368.89,3436.7639114120975,902.0,736.851875
BM-11575,6,2424.486,3229.7639114120975,737.0,80.8162
BM-11650,11,21882.555,3162.7639114120975,1237.0,251.5236206896552
BM-11785,10,5355.368,3347.7639114120975,1085.0,95.63157142857143
BN-11470,4,1061.184,3153.7639114120975,1181.0,44.216
BN-11515,5,4378.032,3138.7639114120975,1375.0,85.84376470588235
BO-11350,5,8048.184,3266.7639114120975,590.0,223.56066666666666
BO-11425,2,261.66,3204.7639114120975,767.0,65.415
BP-11050,5,2950.2599999999998,3212.7639114120975,1092.0,140.48857142857142
BP-11095,12,9768.176,3146.7639114120975,1285.0,122.1022
BP-11155,6,5093.5830000000005,3218.7639114120975,851.0,154.35100000000003
BP-11185,9,14703.444,3130.7639114120975,1011.0,204.2145
BP-11230,5,3544.4700000000003,3168.7639114120975,1311.0,196.91500000000002
BP-11290,7,9900.628,3141.7639114120975,1172.0,154.6973125
BS-11365,5,42006.612,3687.7639114120975,778.0,1166.8503333333333
BS-11380,5,11663.502,3157.7639114120975,1099.0,299.06415384615383
BS-11590,6,9819.712,3164.7639114120975,1411.0,245.4928
BS-11665,3,9864.33,3711.7639114120975,704.0,298.9190909090909
BS-11755,7,7687.146000000001,3130.7639114120975,1321.0,183.02728571428574
BS-11800,2,1898.86,3394.7639114120975,561.0,118.67875
BT-11305,5,5135.312,3465.7639114120975,1009.0,285.2951111111111
BT-11395,6,6559.839000000001,3431.7639114120975,857.0,218.66130000000004
BT-11440,4,1811.628,3689.7639114120975,745.0,86.268
BT-11485,2,415.19599999999997,3788.7639114120975,75.0,138.39866666666666
BT-11530,5,5368.984,3220.7639114120975,1228.0,268.4492
BT-11680,7,12787.008,3149.7639114120975,1108.0,159.8376
BV-11245,5,6093.092,3463.7639114120975,676.0,108.80521428571429
BW-11065,3,771.032,3341.7639114120975,1103.0,128.50533333333334
BW-11110,8,19001.432,3250.7639114120975,895.0,279.4328235294118
BW-11200,6,6953.624,3332.7639114120975,1033.0,173.8406
CA-11965,6,15158.8912,3225.7639114120975,1338.0,378.97228
CA-12055,5,5039.1720000000005,3530.7639114120975,446.0,167.97240000000002
CA-12265,9,10593.1488,3185.7639114120975,1320.0,155.78160000000003
CA-12310,4,4265.862,3142.7639114120975,1247.0,129.26854545454546
CA-12775,7,12166.264,3249.7639114120975,1161.0,178.9156470588235
CB-12025,10,24304.556,3176.7639114120975,1333.0,233.69765384615386
CB-12415,8,5847.6,3155.7639114120975,760.0,162.43333333333334
CB-12535,8,12739.3665,3326.7639114120975,896.0,223.49765789473685
CC-12100,6,5312.835,3586.7639114120975,653.0,136.22653846153847
CC-12145,7,4943.3,3235.7639114120975,1153.0,224.69545454545457
CC-12220,12,15653.672,3149.7639114120975,1188.0,177.88263636363638
CC-12370,5,48516.288,3172.7639114120975,543.0,1102.6429090909091
CC-12430,10,8610.15,3129.7639114120975,846.0,151.05526315789473
CC-12475,9,4978.314,3168.7639114120975,1285.0,127.64907692307693
CC-12550,3,227.664,3156.7639114120975,171.0,28.458
CC-12610,7,10162.524000000001,3163.7639114120975,1187.0,211.71925000000002
CC-12670,7,9078.806,3158.7639114120975,1074.0,162.12153571428573
CC-12685,4,8562.345,3928.7639114120975,580.0,237.84291666666664
CD-11920,5,6101.904,3169.7639114120975,1337.0,225.99644444444445
CD-11980,3,1919.298,3183.7639114120975,347.0,106.62766666666667
CD-12280,2,2411.168,3171.7639114120975,13.0,92.73723076923078
CD-12790,5,5582.196,3528.7639114120975,1028.0,124.0488
CG-12040,6,3617.8720000000003,3178.7639114120975,894.0,100.49644444444445
CG-12520,3,2297.56,3467.7639114120975,469.0,229.756
CH-12070,3,4611.7080000000005,3820.7639114120975,228.0,384.309
CJ-11875,1,16.52,3494.7639114120975,0.0,16.52
CJ-12010,8,44659.896,3318.7639114120975,471.0,558.2487
CK-12205,13,12619.42,3168.7639114120975,1351.0,98.58921875
CK-12325,5,8835.963,3249.7639114120975,1267.0,245.44341666666665
CK-12595,11,9491.0,3172.7639114120975,1057.0,94.91
CK-12760,9,6328.436,3211.7639114120975,1340.0,113.0077857142857
CL-11890,4,3786.0420000000004,3235.7639114120975,1147.0,180.28771428571432
CL-12565,12,43522.184,3413.7639114120975,1113.0,388.5909285714286
CL-12700,5,9414.344,3234.7639114120975,510.0,294.19825
CM-11815,6,3347.7760000000003,3260.7639114120975,1011.0,167.3888
CM-11935,2,1130.784,3837.7639114120975,120.0,141.348
CM-12115,4,3323.2200000000003,3137.7639114120975,999.0,237.37285714285716
CM-12160,6,7599.942,3155.7639114120975,409.0,361.902
CM-12190,6,4425.432,3137.7639114120975,826.0,210.73485714285712
CM-12235,5,9222.848,3514.7639114120975,223.0,288.214
CM-12385,4,26862.059999999998,3166.7639114120975,983.0,895.4019999999999
CM-12445,3,575.98,3565.7639114120975,864.0,31.99888888888889
CM-12655,6,25358.2304,3156.7639114120975,990.0,633.95576
CM-12715,4,11953.3572,4164.7639114120975,359.0,306.49633846153847
CP-12085,8,21609.016,3211.7639114120975,1040.0,385.8752857142857
CP-12340,8,17664.825,3289.7639114120975,1224.0,392.5516666666667
CR-12580,4,6446.556,3186.7639114120975,564.0,358.142
CR-12625,3,1427.7,3599.7639114120975,838.0,118.97500000000001
CR-12730,4,3201.1,3207.7639114120975,1150.0,266.7583333333333
CR-12820,3,4193.6172,3214.7639114120975,986.0,199.69605714285711
CS-11845,5,2557.908,3220.7639114120975,1021.0,159.86925
CS-11860,6,1612.896,3291.7639114120975,1176.0,76.80457142857142
CS-11950,11,12146.188,3154.7639114120975,1276.0,138.02486363636365
CS-12130,4,1769.28,3618.7639114120975,754.0,126.37714285714286
CS-12175,5,3377.8320000000003,3361.7639114120975,1004.0,105.55725000000001
CS-12250,12,11016.864,3155.7639114120975,1421.0,98.36485714285713
CS-12355,11,9606.486,3135.7639114120975,1227.0,145.5528181818182
CS-12400,9,14607.434000000001,3131.7639114120975,1189.0,260.8470357142857
CS-12460,2,1101.288,3156.7639114120975,153.0,91.774
CS-12490,4,3231.6855,3553.7639114120975,659.0,119.69205555555556
CS-12505,6,17070.165,3187.7639114120975,1317.0,632.2283333333334
CT-11995,8,9725.694000000001,3225.7639114120975,1237.0,180.10544444444446
CV-12295,5,8491.884,3383.7639114120975,1119.0,217.74061538461538
CV-12805,9,7110.9408,3134.7639114120975,595.0,124.75334736842106
CW-11905,6,3409.776,3151.7639114120975,1278.0,103.32654545454545
CY-12745,8,11600.104,3189.7639114120975,1054.0,263.63872727272724
Co-12640,5,5200.304,3678.7639114120975,740.0,162.5095
DA-13450,4,470.28000000000003,3481.7639114120975,993.0,19.595000000000002
DB-12910,8,6514.797,3150.7639114120975,1142.0,180.96658333333332
DB-12970,5,8517.6816,3370.7639114120975,903.0,202.80194285714285
DB-13060,7,18126.584,3145.7639114120975,1384.0,348.58815384615383
DB-13120,7,11892.376,3177.7639114120975,926.0,212.36385714285714
DB-13210,10,9330.307999999999,3138.7639114120975,1005.0,111.07509523809523
DB-13270,8,13967.691,3182.7639114120975,1372.0,358.1459230769231
DB-13360,5,2162.932,3393.7639114120975,873.0,180.24433333333332
DB-13405,4,5135.076,3316.7639114120975,688.0,122.26371428571429
DB-13555,7,11726.4084,3236.7639114120975,1242.0,279.2002
DB-13615,7,3978.1,3162.7639114120975,1154.0,180.82272727272726
DB-13660,7,3465.606,3141.7639114120975,1280.0,115.5202
DC-12850,9,10008.504,3166.7639114120975,1237.0,185.34266666666667
DC-13285,5,3523.854,3152.7639114120975,1074.0,167.8025714285714
DD-13570,6,1078.168,3170.7639114120975,1329.0,29.949111111111108
DE-13255,5,7652.621999999999,3848.7639114120975,507.0,283.43044444444445
DF-13135,3,7171.602,3829.7639114120975,483.0,398.4223333333333
DG-13300,5,6391.636,3161.7639114120975,1123.0,399.47725
DH-13075,6,19731.488,3406.7639114120975,858.0,214.47269565217394
DH-13675,4,3129.288,3905.7639114120975,460.0,94.8269090909091
DJ-13420,4,6037.56,3766.7639114120975,481.0,402.504
DJ-13510,8,7505.063999999999,3177.7639114120975,1183.0,192.43753846153845
DJ-13630,3,6712.796,3141.7639114120975,735.0,419.54975
DK-12835,12,13025.92,3150.7639114120975,1354.0,120.61037037037038
DK-12895,5,12846.528,3174.7639114120975,983.0,285.4784
DK-12985,5,5061.12,3136.7639114120975,1125.0,210.88
DK-13090,7,10602.228000000001,3171.7639114120975,992.0,203.889
DK-13150,2,1595.664,3139.7639114120975,1111.0,159.5664
DK-13225,9,14407.181999999999,3139.7639114120975,1377.0,252.75757894736842
DK-13375,8,9955.458,3148.7639114120975,1191.0,144.282
DL-12865,8,6012.448,3229.7639114120975,1180.0,107.36514285714286
DL-12925,6,13088.800000000001,3186.7639114120975,1151.0,233.72857142857146
DL-13315,8,5833.032,3151.7639114120975,1422.0,85.77988235294117
DL-13330,4,2340.08,3186.7639114120975,1229.0,73.1275
DL-13495,8,14157.288,3205.7639114120975,660.0,294.94350000000003
DM-12955,7,5288.136,3243.7639114120975,1073.0,146.89266666666668
DM-13015,7,25380.412,3186.7639114120975,1146.0,317.25515
DM-13345,8,16297.887999999999,3151.7639114120975,1131.0,313.42092307692303
DM-13525,3,4130.376,3610.7639114120975,793.0,137.6792
DN-13690,7,6419.37,3346.7639114120975,980.0,194.52636363636364
DO-13435,9,3900.0945,3262.7639114120975,1051.0,100.00242307692308
DO-13645,7,5069.264,3155.7639114120975,758.0,115.21054545454545
DP-13000,9,4202.544,3255.7639114120975,1331.0,61.80211764705882
DP-13105,8,6645.006,3135.7639114120975,855.0,158.21442857142858
DP-13165,2,2117.232,3941.7639114120975,312.0,264.654
DP-13390,9,21922.895999999997,3487.7639114120975,916.0,391.4802857142857
DR-12880,9,26112.136,3132.7639114120975,824.0,272.00141666666667
DR-12940,8,33403.472,3179.7639114120975,1323.0,642.3744615384616
DS-13030,4,3524.426,3222.7639114120975,1177.0,92.74805263157894
DS-13180,9,11527.2512,3152.7639114120975,1319.0,144.09064
DV-13045,5,3358.449,3148.7639114120975,547.0,124.387
DV-13465,6,10024.761,3158.7639114120975,1258.0,222.77246666666667
DW-13195,6,3242.253,3198.7639114120975,1373.0,120.08344444444445
DW-13480,5,15814.884,3346.7639114120975,1091.0,479.2389090909091
DW-13540,5,1376.32,3227.7639114120975,574.0,38.23111111111111
DW-13585,7,3614.562,3371.7639114120975,982.0,120.4854
Dl-13600,5,2266.806,3248.7639114120975,1252.0,125.93366666666667
Dp-13240,11,28795.044,3213.7639114120975,1230.0,248.2331379310345
EA-14035,13,11386.82,3281.7639114120975,1052.0,113.8682
EB-13705,9,10934.934000000001,3177.7639114120975,1223.0,303.7481666666667
EB-13750,10,12945.256,3164.7639114120975,989.0,161.8157
EB-13840,5,17432.512,3219.7639114120975,1220.0,544.766
EB-13870,10,11068.876,3229.7639114120975,1235.0,251.56536363636363
EB-13930,5,2833.8,3290.7639114120975,1266.0,134.94285714285715
EB-13975,4,3286.51,3129.7639114120975,726.0,273.87583333333333
EB-14110,6,6142.252,3242.7639114120975,879.0,279.19327272727276
EB-14170,6,3558.978,3211.7639114120975,1106.0,169.47514285714286
EC-14050,5,1847.656,3182.7639114120975,1056.0,65.98771428571429
ED-13885,8,10454.76,3264.7639114120975,1104.0,248.92285714285714
EG-13900,5,5496.0599999999995,3151.7639114120975,767.0,203.55777777777777
EH-13765,12,30932.64,3264.7639114120975,1223.0,322.215
EH-13945,8,2736.6839999999997,3346.7639114120975,1060.0,40.24535294117646
EH-13990,6,3303.7999999999997,3534.7639114120975,1040.0,103.24374999999999
EH-14005,7,4878.12,3131.7639114120975,1325.0,110.86636363636363
EH-14125,10,12330.612,3281.7639114120975,1016.0,171.2585
EH-14185,6,2771.652,3234.7639114120975,1213.0,115.4855
EJ-13720,4,6486.522,3431.7639114120975,1131.0,270.27175
EJ-14155,5,7970.073,3186.7639114120975,1341.0,332.08637500000003
EK-13795,4,2606.9559999999997,3173.7639114120975,1339.0,325.86949999999996
EL-13735,2,248.56,3206.7639114120975,540.0,62.14
EM-13810,5,5134.0199999999995,3261.7639114120975,805.0,366.7157142857142
EM-13825,8,9358.392,3184.7639114120975,1069.0,146.224875
EM-13960,5,2801.1119999999996,3280.7639114120975,670.0,155.6173333333333
EM-14065,4,686.9699999999999,3176.7639114120975,1210.0,38.16499999999999
EM-14095,4,3123.126,3242.7639114120975,763.0,104.1042
EM-14140,6,13765.308,3177.7639114120975,1212.0,218.4969523809524
EM-14200,3,733.644,3287.7639114120975,583.0,91.7055
EN-13780,4,4398.732,3416.7639114120975,658.0,244.374
EP-13915,17,21912.2432,3141.7639114120975,1261.0,176.71163870967743
ER-13855,3,3737.364,3550.7639114120975,319.0,249.1576
ES-14020,5,14041.831999999999,3169.7639114120975,1157.0,438.80724999999995
ES-14080,9,13973.772,3157.7639114120975,1157.0,232.89620000000002
FA-14230,7,8952.162,3226.7639114120975,1101.0,175.53258823529413
FC-14245,7,13674.967999999999,3199.7639114120975,861.0,244.19585714285714
FC-14335,7,11668.098,3313.7639114120975,993.0,388.9366
FG-14260,7,4149.432,3163.7639114120975,1285.0,125.74036363636363
FH-14275,10,17025.088,3166.7639114120975,1327.0,202.67961904761904
FH-14350,4,9085.136,3341.7639114120975,648.0,162.23457142857143
FH-14365,8,20961.588,3134.7639114120975,1162.0,537.4766153846153
FM-14215,10,7369.914,3136.7639114120975,1383.0,163.77586666666667
FM-14290,9,14944.792,3165.7639114120975,1186.0,186.8099
FM-14380,9,10093.064,3274.7639114120975,757.0,180.23328571428573
FO-14305,10,10713.752,3167.7639114120975,1262.0,178.56253333333333
FP-14320,8,12140.238,3152.7639114120975,1096.0,289.0532857142857
FW-14395,3,239.25,3491.7639114120975,652.0,26.583333333333332
GA-14515,8,15679.104000000001,3278.7639114120975,1173.0,279.98400000000004
GA-14725,11,5593.528,3134.7639114120975,1413.0,63.56281818181819
GB-14530,11,6273.76,3191.7639114120975,1280.0,78.422
GB-14575,5,14148.864,3142.7639114120975,919.0,294.768
GD-14590,4,5664.21,3134.7639114120975,1330.0,314.67833333333334
GG-14650,9,8896.0,3172.7639114120975,1113.0,92.66666666666667
GH-14410,9,11277.868,3204.7639114120975,1195.0,165.851
GH-14425,4,8345.692000000001,3179.7639114120975,1242.0,417.28460000000007
GH-14485,2,1361.2440000000001,3516.7639114120975,427.0,453.74800000000005
GH-14665,2,146.9408,3131.7639114120975,772.0,48.980266666666665
GK-14620,9,25989.08,3241.7639114120975,1172.0,464.09071428571434
GM-14440,7,10748.46,3212.7639114120975,1297.0,325.71090909090907
GM-14455,6,6157.248,3145.7639114120975,1343.0,256.55199999999996
GM-14500,10,5022.728,3235.7639114120975,1133.0,96.59092307692308
GM-14680,6,6327.256,3281.7639114120975,1178.0,287.60254545454546
GM-14695,3,12099.932,3246.7639114120975,1248.0,549.9969090909091
GP-14740,2,236.53,3894.7639114120975,599.0,47.306
GR-14560,2,2568.76,4264.7639114120975,2.0,256.87600000000003
GT-14635,3,18702.424,3185.7639114120975,1247.0,1558.5353333333333
GT-14710,11,35460.36,3165.7639114120975,1281.0,407.5903448275862
GT-14755,4,452.872,3163.7639114120975,1012.0,32.348
GW-14605,7,8756.076000000001,3157.7639114120975,1372.0,243.22433333333336
GZ-14470,9,17420.600000000002,3136.7639114120975,1236.0,311.0821428571429
GZ-14545,4,4909.244,3286.7639114120975,1032.0,490.9244
HA-14905,7,6489.9,3198.7639114120975,1210.0,216.32999999999998
HA-14920,8,10336.632,3149.7639114120975,1156.0,143.56433333333334
HD-14785,3,502.72,3898.7639114120975,560.0,35.90857142857143
HE-14800,4,1767.064,3141.7639114120975,688.0,80.32109090909091
HF-14995,7,10132.656,3150.7639114120975,1293.0,133.32442105263158
HG-14845,5,2356.884,3183.7639114120975,1287.0,78.5628
HG-14965,12,12990.568,3152.7639114120975,1174.0,191.03776470588235
HG-15025,7,14761.136,3135.7639114120975,1167.0,335.4803636363636
HH-15010,2,218.668,3201.7639114120975,1147.0,36.44466666666667
HJ-14875,5,1074.3,3255.7639114120975,866.0,59.68333333333333
HK-14890,8,19511.136,3280.7639114120975,1148.0,325.18559999999997
HL-15040,6,38619.894,3172.7639114120975,1397.0,1170.2998181818182
HM-14860,10,24710.294400000002,3131.7639114120975,1256.0,411.83824000000004
HM-14980,4,2208.828,3376.7639114120975,573.0,105.18228571428571
HP-14815,7,7961.256,3159.7639114120975,1304.0,199.03140000000002
HR-14770,5,5197.152,3142.7639114120975,1387.0,99.94523076923078
HR-14830,7,15746.361,3288.7639114120975,973.0,374.91335714285714
HW-14935,8,27900.762,3246.7639114120975,708.0,465.0127
HZ-14950,5,2659.56,3164.7639114120975,621.0,147.75333333333333
IG-15085,4,2233.7219999999998,3200.7639114120975,1098.0,106.36771428571427
IL-15100,7,15122.207999999999,3271.7639114120975,1105.0,360.0525714285714
IM-15055,3,2872.63,3538.7639114120975,1028.0,718.1575
IM-15070,7,19721.896,3519.7639114120975,717.0,234.7844761904762
JA-15970,8,19473.078,3221.7639114120975,1108.0,270.4594166666667
JB-15400,10,7166.42,3136.7639114120975,1196.0,111.9753125
JB-15925,3,2701.656,3866.7639114120975,384.0,112.569
JB-16000,7,1932.3564000000001,3172.7639114120975,677.0,92.01697142857144
JB-16045,5,7554.345,3136.7639114120975,965.0,279.79055555555556
JC-15340,4,142.52599999999998,3243.7639114120975,1318.0,17.815749999999998
JC-15385,1,1058.108,3304.7639114120975,0.0,264.527
JC-15775,9,11088.22,3287.7639114120975,1045.0,173.2534375
JC-16105,5,3434.304,3186.7639114120975,1081.0,95.39733333333334
JD-15790,5,8609.408,3246.7639114120975,886.0,307.4788571428571
JD-15895,11,22832.592,3523.7639114120975,981.0,237.83950000000002
JD-16015,6,1156.29,3241.7639114120975,1071.0,35.03909090909091
JD-16060,3,1390.884,3429.7639114120975,893.0,115.907
JD-16150,8,26484.0915,3170.7639114120975,1099.0,519.2959117647058
JE-15475,6,4166.046,3322.7639114120975,827.0,106.82169230769232
JE-15610,7,31019.904,3177.7639114120975,1125.0,387.74879999999996
JE-15715,10,34791.372,3175.7639114120975,1177.0,395.35650000000004
JE-15745,13,27043.26,3180.7639114120975,1236.0,293.94847826086954
JE-16165,3,8091.744,3149.7639114120975,370.0,385.32114285714283
JF-15190,7,6838.758,3194.7639114120975,1076.0,119.97821052631579
JF-15295,5,1910.248,3354.7639114120975,1162.0,68.22314285714286
JF-15355,6,7647.376,3234.7639114120975,694.0,119.49025
JF-15415,6,7114.344,3131.7639114120975,1290.0,169.38914285714287
JF-15490,11,4331.672,3250.7639114120975,1047.0,72.19453333333333
JF-15565,8,16793.328,3183.7639114120975,1122.0,262.39575
JG-15115,3,4717.352,3887.7639114120975,438.0,336.9537142857143
JG-15160,11,25465.568,3130.7639114120975,1309.0,353.68844444444443
JG-15310,6,6721.74,3131.7639114120975,665.0,203.6890909090909
JG-15805,6,4521.054,3352.7639114120975,1142.0,167.44644444444444
JH-15430,4,927.843,3134.7639114120975,1400.0,44.183
JH-15820,6,1586.73,3303.7639114120975,1147.0,66.11375
JH-15910,7,3837.908,3170.7639114120975,891.0,106.60855555555555
JH-15985,6,23864.994000000002,3158.7639114120975,1210.0,568.2141428571429
JH-16180,4,4512.788,3533.7639114120975,546.0,451.27879999999993
JJ-15445,5,2127.534,3612.7639114120975,548.0,118.19633333333334
JJ-15760,2,390.0,3882.7639114120975,64.0,65.0
JK-15205,5,13281.426,3190.7639114120975,1207.0,340.5493846153846
JK-15325,3,1151.436,3416.7639114120975,848.0,95.95299999999999
JK-15370,8,8128.896,3173.7639114120975,1315.0,159.39011764705882
JK-15625,7,11280.084,3190.7639114120975,1248.0,313.33566666666667
JK-15640,9,9520.868,3309.7639114120975,1018.0,396.70283333333333
JK-15730,10,19468.8,3213.7639114120975,1054.0,243.35999999999999
JK-16090,3,11243.004,3157.7639114120975,956.0,416.4075555555556
JK-16120,10,11729.936,3246.7639114120975,1037.0,172.4990588235294
JL-15130,6,4859.824,3137.7639114120975,1253.0,101.24633333333333
JL-15175,5,3143.046,3135.7639114120975,1089.0,224.5032857142857
JL-15235,5,8814.8,3248.7639114120975,1196.0,220.36999999999998
JL-15505,6,9521.622,3178.7639114120975,1093.0,186.6984705882353
JL-15835,11,39199.692,3150.7639114120975,1331.0,288.23302941176473
JL-15850,6,8175.768,3743.7639114120975,643.0,247.75054545454546
JM-15250,6,12636.488,3166.7639114120975,604.0,166.26957894736842
JM-15265,5,5412.438,3166.7639114120975,1186.0,138.78046153846154
JM-15535,7,3466.886,3231.7639114120975,1102.0,173.3443
JM-15580,5,911.8439999999999,3129.7639114120975,625.0,43.421142857142854
JM-15655,5,1729.894,3137.7639114120975,1354.0,72.07891666666667
JM-15865,7,30500.304,3238.7639114120975,1028.0,586.5443076923077
JM-16195,10,8501.778,3186.7639114120975,1283.0,149.154
JO-15145,9,13019.796,3186.7639114120975,1397.0,250.3806923076923
JO-15280,6,5802.816,3221.7639114120975,1278.0,175.84290909090907
JO-15550,5,3272.514,3344.7639114120975,802.0,99.16709090909092
JP-15460,7,5007.405,3166.7639114120975,1187.0,111.27566666666667
JP-15520,7,10906.782,3137.7639114120975,1218.0,227.22462499999997
JP-16135,9,6830.84,3231.7639114120975,1092.0,131.3623076923077
JR-15670,2,2313.316,3722.7639114120975,144.0,385.55266666666665
JR-15700,1,863.88,3197.7639114120975,0.0,863.88
JR-16210,5,8806.744,3162.7639114120975,801.0,220.16860000000003
JS-15595,4,5670.616,3248.7639114120975,1279.0,177.20675
JS-15685,4,3393.192,3171.7639114120975,522.0,102.824
JS-15880,5,15472.08,3663.7639114120975,828.0,429.78
